Chr	Locus	Gene Name	CT State 1	CT State 2	CT State 3	CT State 4	CT State 5	CT State 6	CT State 7	CT State 8	EF State 1	EF State 2	EF State 3	EF State 4	EF State 5	EF State 6	EF State 7	EF State 8
DH10B	ECDH10B_0171	yaeQ	170.8	59.2	184.2	112.2	67	100.1	0	103.3	109.5	94.8	111.1	83.5	267.6	96.4	140	139.8
DH10B	ECDH10B_0172	yaeJ	101.9	70.9	25.6	48.5	94.1	56.4	459.2	266.7	194.8	98.5	46.6	131.8	61.5	139.8	87.7	64.9
DH10B	ECDH10B_0173	nlpE	83.2	103.9	80.4	115.4	114.2	132.1	0	277.6	173.5	150.9	133.3	95	113.5	152.7	120.3	156.6
DH10B	ECDH10B_0174	yaeF	14.6	59.7	15.5	50.3	42.4	32.7	0	0	50.8	87.4	60.7	36.4	65.2	46.2	11	30.4
DH10B	ECDH10B_0175	proS	877.8	845.6	644.7	767.9	891.6	543.4	480.3	82	746	770.2	692.3	909.5	564.2	875.8	508.2	571
DH10B	ECDH10B_0176	yaeB	223.7	155.4	122.5	107.1	238.3	224.1	0	199.2	124.3	226.7	101.8	154.5	184.9	92	46	80.1
DH10B	ECDH10B_0177	rcsF	188.1	161.5	185	167.2	369.4	152.1	0	0	124.4	215.5	65.5	215.8	185.9	159.2	175.7	150.5
DH10B	ECDH10B_0178	metQ	485.3	437.5	747.9	384.6	986.9	565.3	1041.5	449.3	265.4	308.5	547.5	484.9	1399.6	1626.1	1059.3	1302.3
DH10B	ECDH10B_0179	metI	145.6	118.8	158.3	202.5	333.4	151.9	259.9	258.7	174.9	90.3	229.6	191	322.1	348.7	413.2	263.9
DH10B	ECDH10B_0180	metN	19.4	131.2	81.2	160.9	145	158.9	105.9	259.6	110.4	123.3	166.8	127.3	311	361.4	242	263.4
DH10B	ECDH10B_0181	gmhB	288.9	225.8	118.1	260	265.2	185.8	0	293.7	352.2	197.3	317.3	229	219.4	222.7	307.5	254.1
DH10B	ECDH10B_0188	dkgB	74.8	24.9	35.6	48.9	65.3	103.4	0	175.4	43.9	115.8	6.6	46.7	41.3	32.1	42.4	4.9
DH10B	ECDH10B_0189	yafC	58.1	116.9	12.9	34	90.4	37	0	0	66.4	85	5	33.4	5.9	41.8	21.5	64.6
DH10B	ECDH10B_0190	yafD	266.6	367.9	94.8	116.6	174.8	171.1	0	264	84.6	85.9	136.3	80.3	160	277.5	243.8	409.5
DH10B	ECDH10B_0191	yafE	91.6	67.8	9.5	66.9	28.1	55.5	0	497.1	98.1	62.7	66.9	88.5	33	116.6	111.6	119
DH10B	ECDH10B_0192	mltD	312.1	476.2	683.4	577.4	441.5	363.8	500.3	466.9	852.8	490.9	467.7	682.1	437.3	403.2	681.7	592.4
DH10B	ECDH10B_0193	gloB	19.9	98.7	32.6	60.8	14.7	37.7	48.2	0	96.5	72.9	88.3	61	112.6	73.3	61.1	66.7
DH10B	ECDH10B_0194	yafS	115.1	139.4	139.1	90.2	96.9	74.6	319.1	0	271.5	168.5	152.1	163.1	68.2	97.6	145.5	97.7
DH10B	ECDH10B_0195	rnhA	150	74	122.2	109.8	81.6	93.8	0	0	179	113.3	47	61.9	19.2	80.5	153.7	94.1
DH10B	ECDH10B_0196	dnaQ	157.5	97.8	64.7	129.6	150	219.9	99.5	0	75.2	129.4	134.7	118.7	169	269.7	207.8	267.5
DH10B	ECDH10B_0198	yafT	47.2	21.5	26.3	64.8	141.7	17.6	0	0	41.9	109.6	23.2	23.2	50.2	18	40.4	6.9
DH10B	ECDH10B_0199	yafU	78.6	0	0	0	0	0	0	0	0	0	6.4	0	0	0	0	5.9
DH10B	ECDH10B_0200	yafF	0	0	0	7.8	109.5	0	0	0	0	0	0	0	19	0	0	11.2
DH10B	ECDH10B_0201	yafV	209.4	81.8	134.3	115.7	76.4	63.9	0	237.7	44.6	47.7	122	146.7	94.2	88.5	100.1	156.5
DH10B	ECDH10B_0202	ivy	110	107.1	126.9	167.9	0	65	0	0	44.7	31.6	89.6	76.9	0	48.3	30.3	28
DH10B	ECDH10B_0203	fadE	15.2	17.3	48	56.3	54	49.8	24.8	69.2	12.3	15.9	34.7	44.5	41.8	50.5	77.1	110.3
DH10B	ECDH10B_0204	lpcA	334.2	357.5	255.4	236.4	131.9	126.4	0	0	147.2	196.5	149.3	252.8	142.4	108	104.6	133.4
DH10B	ECDH10B_0205	yafJ	178.8	312.6	318.4	252.2	323.3	230.6	0	18.4	293.6	215.4	299.2	151.5	189.1	188.9	187.3	128.9
DH10B	ECDH10B_0206	yafK	387	587.8	806.3	650.6	562.7	542.5	180.2	228.3	670.9	660.9	543.5	421.8	526.2	490.8	596.6	551.3
DH10B	ECDH10B_0207	yafQ	129.4	71.7	31.8	17.7	0	0	0	0	1.7	20.9	27.2	123	64.3	57.3	195.3	50.8
DH10B	ECDH10B_0208	dinJ	53.8	14.7	0	18.9	67.1	5.9	511.7	0	36.1	19.4	32	98.6	44.6	37.6	60.9	62.4
DH10B	ECDH10B_0209	yafL	0	0	0	14.2	38.2	0	0	0	11.3	1.9	8.1	13.6	0	8.5	1	1.6
DH10B	ECDH10B_0210	yafM	18.1	0	0	6.5	0	0	0	0	0	14.9	0	14	28.8	32.9	22.8	23
DH10B	ECDH10B_0211	lfhA	13.5	7.2	0	2.6	36.2	0.4	0	0	34.6	12.3	23	7.8	6.8	15.3	16.3	13.6
DH10B	ECDH10B_0212	lafU	0	0	0	0	0	5.1	0	0	1.2	8.6	12	4.3	0	3.5	6	8
DH10B	ECDH10B_0213	dinB	61.7	29.9	17.7	21.8	13.6	24.1	0	0	40.6	45.7	23	28.9	53.5	65.1	48.7	64.6
DH10B	ECDH10B_0214	yafN	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7	38.6	0
DH10B	ECDH10B_0215	yafO	45.2	3.9	0	8.7	47.9	25.1	0	0	10.6	33.2	0	36.3	0	25.9	28.5	10.6
DH10B	ECDH10B_0216	yafP	26.6	18.7	0	6	0	0	0	0	0	5.2	46.9	0	0	16.6	0	31.3
DH10B	ECDH10B_0217	ykfJ	0	0	0	0	0	0	0	0	0	6.1	0	0	0	0	0	0
DH10B	ECDH10B_0218	prfH	0	16.9	49.2	25.2	0	9.2	0	0	60.1	33.7	12.1	8.6	17.9	27.8	27.2	7.2
DH10B	ECDH10B_0219	pepD	624.4	699.8	555.2	521.6	518.5	535.6	58.3	212.8	590.9	531.2	544.6	507.5	485.7	782.8	552.9	559.6
DH10B	ECDH10B_0220	gpt	139.8	166	208.4	128.7	173.4	45.3	529	368.6	70.8	143.7	135.5	189.2	121.1	127	34.6	51.3
DH10B	ECDH10B_0221	frsA	177.2	255.3	270.8	158.2	81.8	204.7	0	22.7	180	230.1	182.1	199.4	180	110.8	114.9	127
DH10B	ECDH10B_0222	crl	521.3	235.4	1731.6	640.5	550.3	385	724.8	0	341.9	450.7	573.6	945.6	972.3	782.8	1325.6	966.7
DH10B	ECDH10B_0223	phoE	16.1	18.2	42.9	96.6	98	102.8	195.5	0	15.6	64.4	32.3	15.7	60.3	58.6	54.5	56
DH10B	ECDH10B_0224	proB	253.4	369.4	154.5	146.4	142.7	108.1	0	166	161.6	130.5	217.8	154.9	154.3	173.6	117.2	139.9
DH10B	ECDH10B_0225	proA	383	386	221.7	228	172.6	163.4	77.5	224.9	153.9	226.4	213.5	218.9	298.8	256.9	156.9	260.3
DH10B	ECDH10B_0227	ykfI	41	54	43.2	19.5	88.4	0	319.5	0	20.6	57.7	31	9.4	0	16.3	28.8	0
DH10B	ECDH10B_0228	yafW	0	70.2	37.2	21	0	87.2	0	0	74	52.6	95.4	21.9	0	9.1	0	0
DH10B	ECDH10B_0229	ykfH	0	0	0	0	0	0	0	0	14.8	0	0	0	0	0	0	0
DH10B	ECDH10B_0230	ykfG	0	0	0	11.4	30	32.3	0	177.4	21.7	41	0	42.7	20.7	7.1	15.9	7
DH10B	ECDH10B_0231	yafX	109.2	134.1	64.4	94.2	121.4	43.6	0	0	201	92.5	188.4	121.5	62.5	68.1	89.1	28.3
DH10B	ECDH10B_0232	ykfF	0	0	0	29.9	0	22.5	0	0	13.7	19.1	0	0	3.7	0	0	26.4
DH10B	ECDH10B_0233	ykfB	17.1	11.5	111.7	69.7	102	79	0	0	16.1	37.1	0	92.8	80.4	26.9	55	23.2
DH10B	ECDH10B_0234	yafY	0	0	64.4	0	0	0	0	0	26.5	33.4	32.5	19.3	0	7	0	4.1
DH10B	ECDH10B_0235	ykfL	0	114.4	0	15.6	0	0	0	0	0	12.1	0	36.2	0	0	0	0
DH10B	ECDH10B_0236	ykfK	0	0	0	0	0	0	0	0	0	3.3	0	0	0	0	0	0
DH10B	ECDH10B_0237	yafZ	32.9	25.3	0	4.5	0	16.9	0	0	21.2	10	15.7	33.9	0	5.3	0	7
DH10B	ECDH10B_0238	ykfA	47.6	41.9	45.6	27.2	7.4	25.8	0	0	105.2	46	40.4	27.9	19.7	27.6	35	40.2
DH10B	ECDH10B_0239	perR	12.3	18.1	6.6	29	42.7	17.2	81.5	0	6.8	33.2	28.8	22.2	30.1	17	18.6	17.6
DH10B	ECDH10B_0240	insN-1	32.2	30.4	29.2	1.8	19.6	0	0	0	23.2	12.9	24.3	18.5	6.6	45.9	0	56.6
DH10B	ECDH10B_0241	insI-1	47	47.4	41.9	46.8	88.4	54.8	63.2	97.9	46.6	88.8	40.2	66.1	62.3	63.1	53.9	75.7
DH10B	ECDH10B_0243	insO-1	75.3	9	0	20.9	44.8	14.5	0	0	25.4	30.4	35.6	17.6	124.2	62	49.8	30.5
DH10B	ECDH10B_0244	ykfC	20.8	19.4	38.3	18.5	2.9	44.5	0	0	56.5	25.4	27.4	18.9	42.1	28.4	14.3	23.1
DH10B	ECDH10B_0245	insH-1	503.8	408.6	192.9	311.2	286.4	263.5	322.3	263.4	482.8	366.3	406.4	388.5	265.3	311.3	338.7	372.9
DH10B	ECDH10B_0246	mmuP	0	14.8	22.5	22.2	7.9	3.8	0	70.3	18.1	5.8	37.8	1.5	47.2	17.3	17.8	24.3
DH10B	ECDH10B_0247	mmuM	81.7	52	55	47.7	29	47.9	0	0	70.6	42	81.3	46.5	195	96.8	101.4	115.5
DH10B	ECDH10B_0248	afuC	24.9	4.4	1.9	13	36.5	1.5	0	0	11.7	16.1	0	10.2	47.1	12.2	5.1	11.5
DH10B	ECDH10B_0249	afuB	0	0	0	36.1	0	10.6	0	0	7.8	13.5	0	0	19.8	5.1	22.9	6.6
DH10B	ECDH10B_0250	insB-2	61.7	111.5	209.3	78.4	56.8	91.7	0	0	197.1	175.4	69.2	91.5	137	81.5	135.2	88
DH10B	ECDH10B_0251	insA-2	47.2	19.5	50	11.6	0	5.6	0	0	71.6	43.5	11	0	100.7	17.9	16.5	23
DH10B	ECDH10B_0252	ykgN	91.7	0	87.3	42.3	0	31.8	0	0	20.8	9.8	0	38	182.5	123.9	111.6	106.8
DH10B	ECDH10B_0253	yagB	28.6	68	47.8	78.1	272	37.3	311.3	0	51	20.7	17.3	82.5	122.6	101.1	189.8	226.9
DH10B	ECDH10B_0254	yagA	0	0	0	5.1	17.9	7.3	0	0	11.4	10	7.2	6	3.1	8.3	3.9	6
DH10B	ECDH10B_0255	yagE	1581.5	1563.8	1169.4	1516.3	951.5	620.2	365.5	454.8	410.5	717.5	1225.7	1256.8	1686.8	2261.7	1747.5	2662.4
DH10B	ECDH10B_0256	yagF	1669	1670.3	1895.3	2016.3	1279.3	871.1	635.4	415.5	802.3	840.2	3052.3	1889.9	2411	2717.5	3068.5	3910.5
DH10B	ECDH10B_0257	yagG	58	117.4	268.8	147.8	230.1	66.8	210.7	0	76.9	87.3	140.4	147.7	2212.2	2584.2	3918.3	5674.4
DH10B	ECDH10B_0258	yagH	95.2	73.6	113.2	164	264.8	72.2	0	0	104.9	72.9	160.1	101.5	2041	3005.3	4406.3	6731.3
DH10B	ECDH10B_0259	yagI	22.5	65.9	71.4	24.7	18.9	19.3	207.9	0	23.6	48.7	94.9	21.9	185.4	249.7	214.4	703.6
DH10B	ECDH10B_0261	argF	25.9	0	64.7	41.1	87.1	39.8	84.6	56.1	35.1	5.5	66.4	52.3	83.8	62.1	79.8	59.1
DH10B	ECDH10B_0262	insB-3	45.8	134.4	254.3	82.9	44.2	100.8	0	0	166.3	188.5	75.2	80.8	113.8	88.2	133.7	102.4
DH10B	ECDH10B_0263	insA-3	43.6	30.7	46.4	20.6	0	11.2	0	0	75	45.7	8.2	0	65	24.7	21.9	18.6
DH10B	ECDH10B_0264	yagJ	50.7	32.6	13.5	28.4	63.1	30.5	0	173.4	55.3	53.9	0	55.7	94.3	62.2	22.7	75.8
DH10B	ECDH10B_0265	yagK	64	0	110.1	81.6	91.4	94.6	0	0	78.1	47.6	24.2	42.8	108.7	75.9	78.5	117.4
DH10B	ECDH10B_0266	yagL	7.2	37.4	7.1	8.8	4.6	12.1	0	0	24.2	27.5	0	24.5	55.1	32.9	72.6	30.6
DH10B	ECDH10B_0267	yagM	30.5	0	0	2.3	0	5.4	0	0	16.5	4.6	47	0	15.7	6.5	0	8.8
DH10B	ECDH10B_0268	yagN	236.4	286.2	125.2	189.9	223.7	69.8	0	0	214.6	135.3	58.5	131.3	56.9	62	42.9	154.6
DH10B	ECDH10B_0269	intF	151.7	61	106.3	72.3	102.2	97.3	104	151	46	87.1	39	71.2	52.5	100.4	132.9	138.7
DH10B	ECDH10B_0270	yagP	0	52.4	0	22.2	0	31.9	0	0	43.5	8.1	0	52.2	26.2	2.8	31.3	35.2
DH10B	ECDH10B_0271	yagQ	52.4	16.1	11.3	16.3	51.6	12.9	0	0	14.3	28	37.2	23.5	15.9	23.3	22.9	20.2
DH10B	ECDH10B_0272	yagR	0	3.8	0	14.6	0	3.5	0	0	10.3	7	7.2	7.3	19.2	11.4	29.9	20
DH10B	ECDH10B_0273	yagS	24.1	0	0	4.9	0	17.7	0	0	0	4.5	15.9	6.7	13.1	9.6	13.4	5.7
DH10B	ECDH10B_0274	yagT	0	0	0	10.4	20.8	16.7	0	0	0	3.7	0	14	22.1	12.3	0	0
DH10B	ECDH10B_0275	yagU	34.2	43.8	54.5	18.5	0	0	0	389.8	8.4	12.3	41.9	31.4	21.9	9.1	7.4	11.8
DH10B	ECDH10B_0276	ykgJ	0	0	44.8	0	0	39.7	0	0	0	0	13.8	0	0	0	32.1	0
DH10B	ECDH10B_0277	yagV	21.2	13	0	11.8	64.9	10.8	0	0	8.6	18.9	7.5	9.8	63	32.7	31.9	15.3
DH10B	ECDH10B_0278	yagW	29.3	31.8	70.2	32.3	31.9	37.5	0	51.5	27.5	32.9	44.8	42.1	57.8	41.8	31.3	63.7
DH10B	ECDH10B_0279	yagX	17.1	11.9	0	11.3	10.7	19.2	0	0	15.1	15.9	9.9	11.2	14.2	15.2	6.9	22.7
DH10B	ECDH10B_0280	matC	15	0	0	8.9	0	0	0	0	2.1	4	0	0	0	5.4	0	6.3
DH10B	ECDH10B_0281	matB	30.7	14.4	13.4	25.6	43.3	47.1	0	0	44.8	57.4	63.2	19.1	76.2	49.5	65.7	55.4
DH10B	ECDH10B_0282	matA	0	14.3	0	0	0	0	0	0	9.6	3.7	0	0	0	4.5	0	0
DH10B	ECDH10B_0283	ykgL	0	0	0	53.1	0	0	0	0	70.2	23.5	29.9	14.1	0	8.1	0	29.1
DH10B	ECDH10B_0284	ykgO	0	0	0	0	0	0	0	0	0	11.2	0	0	0	0	0	0
DH10B	ECDH10B_0285	ykgM	630.4	1265	0	11.2	0	0	0	0	0	0	0	0	0	0	0	0
DH10B	ECDH10B_0286	eaeH	0	0	0	3.3	0	0	0	0	0	5.5	0	0	0	1.7	0	0
DH10B	ECDH10B_0287	insE-1	51.9	29.9	12.8	20.8	41.2	24.9	0	45.6	51.8	16.3	9.8	12.1	5.8	20	12.2	43.9
DH10B	ECDH10B_0288	insF-1	31.2	35.5	27.3	26.8	25.7	17.8	0	0	44	31.1	3.5	15.5	12.4	17.9	14.8	24.7
DH10B	ECDH10B_0289	ykgA	21.9	9	18.7	7.2	0	38.1	0	0	24.7	17.7	0	10.1	0	6.9	6.6	6.6
DH10B	ECDH10B_0290	ykgB	0	0	19.9	7.1	40.2	0	0	0	14.3	4.3	0	0	21.1	9.7	21.7	17.8
DH10B	ECDH10B_0291	ykgI	0	0	0	0	0	0	0	0	0	0	0	0	0	8.7	0	3.8
DH10B	ECDH10B_0292	ykgC	0	0	0	0	0	0	0	0	3.6	4.4	7.4	11.3	0	3.3	0	4.1
DH10B	ECDH10B_0293	ykgD	12.9	36	0	6.1	37.2	0	0	0	0	1.5	0	0	6.3	7.2	15.9	12
DH10B	ECDH10B_0294	ykgE	112.8	50.2	0	7.9	0	11.8	0	0	51.7	40.3	0	0	26.1	4.9	0	5.4
DH10B	ECDH10B_0295	ykgF	143.2	190.8	34.5	4.5	13.4	79.3	0	9.9	63.3	53.1	26	22.5	3.1	16.4	44.5	27
DH10B	ECDH10B_0296	ykgG	151.3	70.8	1.4	17.4	41.2	52	0	0	79.8	62.1	4.4	16.2	23.2	15.6	18.5	16
DH10B	ECDH10B_0297	ykgH	0	0	0	0	0	24.2	0	0	9.1	19.6	22.7	0	0	0	0	0
DH10B	ECDH10B_0298	betA	38.4	16.6	24.8	56.2	11.4	47.9	43.6	0	58.9	54.3	26.8	27.3	15.6	25.1	32.2	14.6
DH10B	ECDH10B_0299	betB	54.5	53.8	33.5	48.8	50.8	55.4	82.4	0	38.7	52.5	20.1	45.9	20.1	28.2	19	21.7
DH10B	ECDH10B_0300	betI	20.5	22.2	53.7	51.7	65	28.8	123.9	0	14.4	58.8	56.8	13.7	54.9	22.8	36	20
DH10B	ECDH10B_0301	betT	59.2	26.9	98.9	84.5	15.6	62.1	0	0	108.5	94.6	72.3	59.6	45	26.6	35.7	29.5
DH10B	ECDH10B_0302	yahA	16.6	31.8	22.6	10	0	13.4	100.3	0	23.3	26.8	4.2	8.9	0	5.8	5.6	1.9
DH10B	ECDH10B_0303	yahB	12.9	46.2	9.5	22	58	35.5	0	0	88.8	46.2	5.7	9.8	45.2	48.2	28.4	41.7
DH10B	ECDH10B_0304	yahC	0	10.8	0	0	0	0	0	0	0	0	0	12.9	0	1.2	0	0
DH10B	ECDH10B_0305	yahD	28.1	8.9	0	3.3	0	0	0	0	0	6.8	20	12.4	0	2.4	0	0
DH10B	ECDH10B_0306	yahE	0	0	11.4	2.9	0	0	0	0	8.7	0	0	0	0	3.3	0	4.9
DH10B	ECDH10B_0307	yahF	2.6	0	0	1	23.6	0	0	0	0	2.1	6.9	0	0	2.3	0	1.4
DH10B	ECDH10B_0308	mhpT	0	0	0	6.5	0	8.9	0	0	10.9	5.7	0	0	9.6	7.3	0	2.5
DH10B	ECDH10B_0309	yaiL	124.4	89.8	169.8	61.8	76.6	79.9	0	0	156	125.4	70.2	135	54.8	71.1	98.1	103.4
DH10B	ECDH10B_0310	frmB	54.1	91.3	381.9	276.1	484.7	293.6	495	693.2	141.1	182.1	70	84.2	518.1	295.6	456.5	377
DH10B	ECDH10B_0311	frmA	174.3	221.1	724.8	744.8	1316.2	732.6	1837.6	2045.1	366	389.9	330	284	900.5	754.5	1198.2	988.9
DH10B	ECDH10B_0312	frmR	0	36.2	303.6	160.2	547.8	122.8	1187.7	562	97.2	151	0	95.2	321.5	215.7	463.5	393.6
DH10B	ECDH10B_0313	yaiO	0	18.9	0	13.7	0	5	235.3	0	1.8	21	31.4	0	27.8	24.3	12.7	12.5
DH10B	ECDH10B_0315	yaiX	0	0	0	2.1	0	0	0	0	0	5.5	0	0	0	2.1	0	7.4
DH10B	ECDH10B_0316	insC-1	346.4	335.1	208.7	197.8	360.1	305.4	118.2	34.3	233.7	229.6	162.4	243.9	218.1	365.8	375.7	393.5
DH10B	ECDH10B_0317	insD-1	320.9	360.1	219.8	288	493.6	338.3	187.6	186.8	360.6	302.2	325.6	253.3	404.7	397	604.9	428.9
DH10B	ECDH10B_0319	yaiP	24.3	4.5	13.2	16.9	63.8	66.3	0	0	15.7	5.7	10.8	28.7	129.6	92.8	86.6	131.8
DH10B	ECDH10B_0320	yaiS	0	0	0	0	0	0	0	0	0	1.7	0	0	0	2	0	0
DH10B	ECDH10B_0321	tauA	0	6.4	5.1	0	16.5	0	0	0	0	3.8	0	2.8	8.4	1.1	0	14.7
DH10B	ECDH10B_0322	tauB	0	0	0	0	26.9	0	0	0	8.6	0	0	0	0	0	0	4.3
DH10B	ECDH10B_0323	tauC	0	13.9	19.1	10.1	21.1	35.3	0	0	10.2	15.2	0	3.2	0	4.1	0	0
DH10B	ECDH10B_0324	tauD	7.1	18.1	0	18.9	16.8	49.7	0	0	43.1	48.3	31.2	29.6	35.8	22.5	45.3	40.7
DH10B	ECDH10B_0325	hemB	372.2	398.5	256.9	240	269.3	236.2	87.2	0	223.5	279.9	281.6	471.3	217	392.3	357.1	330.2
DH10B	ECDH10B_0326	ykiB	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
DH10B	ECDH10B_0328	yaiT	27.2	40.8	30.9	45.7	40	39.2	91.9	0	25.3	36.4	30.8	29	26.2	36.3	30.5	43.8
DH10B	ECDH10B_0329	insF-2	32.4	28.4	19.3	15.1	29.4	28.4	14	0	40.2	28	2.6	22.3	16.5	16.4	26.2	19.5
DH10B	ECDH10B_0330	insE-2	29.2	27.4	12.8	12	67	24.9	0	136.9	28.9	11.2	7.4	13.9	5.8	26.7	19.6	18.6
DH10B	ECDH10B_0332	yaiV	0	0	0	0	0	28.8	0	0	5.6	5.7	0	0	0	0.8	0	5
DH10B	ECDH10B_0333	ampH	65.8	29.9	34.1	39.9	46.7	17.3	0	0	27.2	33.8	40	14.4	31	11.8	23.5	12.8
DH10B	ECDH10B_0334	sbmA	48.4	71.8	44.4	39.9	9.1	6.3	0	0	31.2	55.2	39.1	18.4	20.6	18.6	8.7	28.7
DH10B	ECDH10B_0335	yaiW	81.5	56.2	28.8	67.7	37.8	38.7	0	0	52.9	34.9	51.9	38.7	18.8	30.6	38.7	21.8
DH10B	ECDH10B_0336	yaiY	0	0	22.3	16.8	0	22.4	0	0	0	27.1	0	10.4	0	8.3	0	0
DH10B	ECDH10B_0337	yaiZ	0	7.2	0	8.1	224.2	0	0	0	48.6	43	17.8	42.8	21	35.4	10.7	26.9
DH10B	ECDH10B_0338	ddlA	405.6	183.4	125.2	175.1	193.3	156.8	0	0	196	277.9	231.3	218.4	194.8	250	243.3	200.3
DH10B	ECDH10B_0339	iraP	34.6	47.2	0	13.3	0	0	0	0	10.8	21.2	37.8	0	0	0	0	27.7
DH10B	ECDH10B_0340	phoA	15.6	28.8	8.4	8.4	29.2	27.7	102.9	169.3	27.3	32.4	14.5	6.4	24.1	14	10.2	14.5
DH10B	ECDH10B_0341	psiF	18.7	21.6	0	0	0	0	0	0	14.7	13.3	26	1.7	47.5	29.9	87.2	22.6
DH10B	ECDH10B_0342	adrA	18	61.4	23.9	31.4	0	13.1	0	0	19.4	37.9	30.6	19.7	18.5	20.3	4.1	27.8
DH10B	ECDH10B_0343	proC	65.6	123.5	19.5	60.1	117.9	73.2	0	0	34.3	73.5	64.6	82.7	37.6	103.7	94.4	74.1
DH10B	ECDH10B_0344	yaiI	190	97.2	0	68.4	169.9	58.7	0	0	104.6	60.9	47.9	65.4	35.2	69.7	113.8	74.9
DH10B	ECDH10B_0345	aroL	210.1	244.8	334.3	207.1	9.1	335.9	115.6	268.6	538.9	284.4	374.2	372.8	276.6	204	271.1	139.1
DH10B	ECDH10B_0346	yaiA	41.8	8	0	11.6	0	0	0	0	17.2	19.7	0	16.8	0	7	51.3	0
DH10B	ECDH10B_0347	aroM	19.2	59	75.6	46.6	58.7	106.8	0	0	106.2	122	38	40.3	0	21.3	12.3	30.7
DH10B	ECDH10B_0348	yaiE	439.7	313.2	117.6	167.3	128.4	335.1	0	692.6	236.2	160.6	207.6	77.1	503.3	386.7	555.1	609.8
DH10B	ECDH10B_0349	ykiA	60.4	0	157.3	0	0	0	0	0	5	16.8	0	9.5	22.3	17.2	32.2	11.8
DH10B	ECDH10B_0350	rdgC	139.6	151	48.6	89.9	45.4	121.6	279.6	108.2	104.3	137.9	71.5	86.4	48.2	79.8	24.9	56.9
DH10B	ECDH10B_0351	mak	51.8	9.3	0	11.1	113.8	46.6	0	0	38.3	33.9	0	0	22.7	66.9	79.9	27.6
DH10B	ECDH10B_0352	araJ	18.6	40.9	34.9	38.6	784.3	336	399.6	142.8	25.4	36.8	23.7	29.4	796.6	631.3	479.7	481.5
DH10B	ECDH10B_0353	sbcC	17.8	41.3	53.3	59.3	69.8	64.1	11.6	0	51.8	77.2	52.5	69.3	84.9	92.4	71.7	70.5
DH10B	ECDH10B_0354	sbcD	87.5	37.1	96.7	41.1	25.1	22.4	201.8	0	50.5	64.4	92	44.1	64.1	80.8	33.3	65.7
DH10B	ECDH10B_0355	phoB	106.1	85.9	27.1	45.5	159.1	126.1	563.1	327	64.1	55.6	59.4	91.7	42.9	57	30.7	91.8
DH10B	ECDH10B_0356	phoR	54.2	30.9	0	44.4	57.7	77.8	56.2	0	47.9	44.8	41.6	45.9	58.8	39.3	25.1	36.8
DH10B	ECDH10B_0357	brnQ	174.7	349.8	203.9	227.2	164	349.5	193.2	96.1	351.3	366.2	231	104.4	216	191.1	182.4	250.3
DH10B	ECDH10B_0358	proY	132.1	142.2	106.2	190.6	325.5	200.1	0	30.8	142.2	187.9	154.6	154.9	121.4	130.2	84.8	158.3
DH10B	ECDH10B_0359	malZ	54.6	30.9	93.8	124.9	28	48.3	80.1	0	60.6	42.3	161.5	156.6	56.2	51.8	84.5	65.1
DH10B	ECDH10B_0360	acpH	0	34.4	110.1	155	27.3	46.3	250.3	121.1	45.3	57.8	50.8	170.4	70.9	67.5	79.3	89.2
DH10B	ECDH10B_0361	queA	67.4	116.4	235.7	205.1	132.3	139.5	0	342.3	144.6	218.4	160	216.3	61.9	107.4	135.7	89.3
DH10B	ECDH10B_0362	tgt	608.8	591.4	951.9	930.3	665.9	913.5	301.4	137.5	744.9	850	544.6	747.2	624.6	389.4	351.6	297.4
DH10B	ECDH10B_0363	yajC	855.1	690.9	453	490.5	334.5	460.2	255.2	0	562.6	516.6	927	549	379.6	531.7	291	350.7
DH10B	ECDH10B_0364	secD	544.2	728.7	954.5	978.2	794	933.9	722.7	412	963.9	816.7	823.3	1098.1	706.8	668.9	558.3	475
DH10B	ECDH10B_0365	secF	425	387.1	706	680.5	473.2	432.6	437.2	145.1	515.3	500.4	586.8	600.7	408.6	356.6	324	364.1
DH10B	ECDH10B_0366	yajD	219	256.5	246.5	214.4	192.1	35.4	0	0	54.1	125.2	263.7	98.6	141.7	234.2	63.1	336.4
DH10B	ECDH10B_0367	tsx	889.3	376.5	162.7	150.8	226.6	112.3	150.9	0	242	274.3	239.1	129.6	157	164.7	122.3	137.4
DH10B	ECDH10B_0368	yajI	0	25.6	42	62.7	0	15.7	0	0	28.8	24.3	53.4	9.9	21.6	43	14	34.6
DH10B	ECDH10B_0369	nrdR	254	172.7	201.6	162.5	187.4	231	0	250.7	132.9	150.8	188.8	330	261	294.9	614	158.2
DH10B	ECDH10B_0370	ribD	217	286.5	100.9	238.8	380.6	210	439.9	0	262.7	206	254.9	220.5	243.6	334.8	299.6	358.9
DH10B	ECDH10B_0371	ribE	308.7	681.3	602.9	490	388.6	794.6	0	748.4	595.7	767.7	457.3	679.6	494.8	358.2	335.9	221
DH10B	ECDH10B_0372	nusB	644.5	589.9	514.1	576	397.9	641.7	0	537.1	514.5	603.1	603.1	556.6	341.5	349.1	430.7	343.4
DH10B	ECDH10B_0373	thiL	86.1	63.7	68.6	89.4	83	73.2	211	0	100.6	177.4	47.3	70.7	30.2	60.1	16.3	41.3
