gene_name	EcoliMG1655_LBWB_1	EcoliMG1655_LBWB_2	EcoliMG1655_synnifI4_1	EcoliMG1655_synnifI4_2	N1	N2
pqqL_locusTag_b1494	101	34	66	36	3	21
prc_locusTag_b1830	3558	1926	4662	2446	74	478
preA_locusTag_b2147	62	47	57	22	3	67
preT_locusTag_b2146	100	28	44	16	0	15
prfA_locusTag_b1211	845	433	571	338	42	284
prfB_locusTag_b2891	1838	766	2300	1026	22	824
prfC_locusTag_b4375	1142	499	1338	637	8	184
prfH_locusTag_b0236	14	0	14	0	14	8
priA_locusTag_b3935	504	254	605	277	4	177
priB_locusTag_b4201	568	182	538	191	15	187
priC_locusTag_b0467	191	63	282	208	24	210
prkB_locusTag_b3355	456	169	584	309	11	147
prlC_locusTag_b3498	914	264	2109	893	32	690
prlF_locusTag_b3129	100	8	69	0	9	25
prmA_locusTag_b3259	104	60	564	168	9	44
prmB_locusTag_b2330	404	189	346	213	25	192
prmC_locusTag_b1212	427	147	201	233	15	124
proA_locusTag_b0243	1330	394	2198	1027	54	1176
proB_locusTag_b0242	1448	571	1878	821	74	708
proC_locusTag_b0386	306	253	436	278	0	55
proK_locusTag_b3545	8	0	1	0	0	11
proL_locusTag_b2189	6	2	24	9	0	26
proM_locusTag_b3799	10	0	0	0	0	8
proP_locusTag_b4111	6372	3160	13345	5999	681	2972
proQ_locusTag_b1831	2904	966	3527	1407	80	860
proS_locusTag_b0194	1358	610	2124	947	65	696
proV_locusTag_b2677	4644	1709	3035	959	78	111
proW_locusTag_b2678	1948	626	1021	233	9	52
proX_locusTag_b2679	2206	1065	1350	202	19	13
proY_locusTag_b0402	952	448	618	458	29	264
prpB_locusTag_b0331	13	8	21	10	0	3
prpC_locusTag_b0333	5	0	38	0	0	0
prpD_locusTag_b0334	12	0	23	0	0	0
prpE_locusTag_b0335	79	14	38	58	0	17
prpR_locusTag_b0330	8	1	29	13	0	5
prs_locusTag_b1207	4067	1820	4316	1868	25	627
psaA_locusTag_b4645	0	21	47	0	0	16
psd_locusTag_b4160	301	201	557	300	12	194
psiE_locusTag_b4030	238	153	1240	562	65	186
psiF_locusTag_b0384	164	34	410	220	0	42
pspA_locusTag_b1304	470	285	1047	590	345	3352
pspB_locusTag_b1305	7	17	8	7	9	227
pspC_locusTag_b1306	39	11	20	17	14	277
pspD_locusTag_b1307	24	0	10	0	6	104
pspE_locusTag_b1308	188	106	186	55	61	1083
pspF_locusTag_b1303	63	19	54	40	4	75
pspG_locusTag_b4050	93	39	61	58	26	695
psrD_locusTag_b4418	20	0	0	11	0	3
psrO_locusTag_b4449	0	15	26	0	0	0
pssA_locusTag_b2585	1719	810	3605	1020	49	454
pstA_locusTag_b3726	133	81	367	203	15	68
pstB_locusTag_b3725	241	72	515	431	4	177
pstC_locusTag_b3727	99	12	357	128	0	59
pstS_locusTag_b3728	264	87	433	186	6	116
psuG_locusTag_b2165	21	0	0	0	0	0
psuK_locusTag_b2166	0	0	0	0	0	0
psuT_locusTag_b2164	29	22	16	17	0	42
pta_locusTag_b2297	7616	3155	7040	3525	105	2841
pth_locusTag_b1204	203	152	195	125	8	40
ptrA_locusTag_b2821	1393	477	1532	804	33	273
ptrB_locusTag_b1845	608	292	1211	624	10	199
ptsG_locusTag_b1101	2852	1226	1651	754	59	1187
ptsH_locusTag_b2415	1958	902	1679	853	80	1054
ptsI_locusTag_b2416	13596	4780	13195	6239	177	4183
ptsN_locusTag_b3204	767	310	1431	661	7	306
ptsP_locusTag_b2829	3478	1728	4673	2445	104	943
ptwF_locusTag_b4629	12	0	0	0	0	0
purA_locusTag_b4177	9231	3821	11991	5491	264	4745
purB_locusTag_b1131	1819	661	1892	796	10	80
purC_locusTag_b2476	3734	1102	4160	2819	2	68
purD_locusTag_b4005	567	297	735	449	0	20
purE_locusTag_b0523	510	194	388	141	0	2
purF_locusTag_b2312	1828	559	2231	848	0	70
purH_locusTag_b4006	1066	456	1096	575	0	12
purK_locusTag_b0522	1620	675	1662	1086	2	15
purL_locusTag_b2557	5041	2036	5617	2901	0	81
purM_locusTag_b2499	2535	1274	3157	2274	6	29
purN_locusTag_b2500	911	596	1156	504	0	54
purP_locusTag_b3714	859	499	1453	852	13	67
purR_locusTag_b1658	1518	714	1608	589	34	263
purT_locusTag_b1849	461	140	552	446	12	3
purU_locusTag_b1232	671	248	674	334	30	147
putA_locusTag_b1014	95	62	1644	136	1	43
putP_locusTag_b1015	921	320	3839	1923	63	260
puuA_locusTag_b1297	153	91	345	189	17	107
puuB_locusTag_b1301	11	0	76	33	0	24
puuC_locusTag_b1300	29	12	50	30	0	33
puuD_locusTag_b1298	9	28	19	23	0	7
puuE_locusTag_b1302	20	13	64	49	0	10
puuP_locusTag_b1296	46	23	113	57	0	62
puuR_locusTag_b1299	135	37	373	75	0	52
pykA_locusTag_b1854	3347	1437	5048	2422	250	2538
pykF_locusTag_b1676	3386	1234	7540	3106	80	1158
pyrB_locusTag_b4245	648	244	421	187	0	5
pyrC_locusTag_b1062	1764	724	1983	770	16	98
pyrD_locusTag_b0945	1130	369	657	262	11	6
pyrE_locusTag_b3642	40	0	9	36	2	9
pyrF_locusTag_b1281	219	158	224	77	12	35
pyrG_locusTag_b2780	6149	2559	10608	3856	250	3014
pyrH_locusTag_b0171	1262	433	2064	1370	23	276
pyrI_locusTag_b4244	180	151	269	76	0	0
pyrL_locusTag_b4246	26	0	10	9	0	9
qmcA_locusTag_b0489	308	117	671	273	20	322
qorA_locusTag_b4051	311	229	2931	1180	46	284
qorB_locusTag_b4211	26	55	78	31	1	41
qseB_locusTag_b3025	16	29	83	53	2	40
qseC_locusTag_b3026	141	19	269	146	2	46
queA_locusTag_b0405	505	234	360	305	0	62
queC_locusTag_b0444	193	87	401	229	0	83
queD_locusTag_b2765	147	67	77	53	0	13
queE_locusTag_b2777	361	112	944	376	9	146
queF_locusTag_b2794	174	82	458	169	4	179
queG_locusTag_b4166	450	268	1005	751	0	240
quuD_locusTag_b0551	0	0	0	19	5	0
quuQ_locusTag_b1559	23	0	74	35	0	12
racC_locusTag_b1351	11	10	0	0	0	9
racR_locusTag_b1356	802	367	1024	489	62	408
radA_locusTag_b4389	405	171	660	434	10	224
raiA_locusTag_b2597	1814	374	4337	1880	536	5188
ralR_locusTag_b1348	0	0	0	0	0	0
rapA_locusTag_b0059	521	200	2311	1028	38	1184
rarA_locusTag_b0892	814	322	1026	540	21	204
rarD_locusTag_b3819	11	11	40	0	11	26
ratA_locusTag_b2619	130	33	209	143	8	79
ratB_locusTag_b2618	46	34	11	33	0	32
ravA_locusTag_b3746	705	188	1173	742	69	337
rayT_locusTag_b0228	47	27	86	31	0	24
rbbA_locusTag_b3486	448	241	1035	293	16	45
rbfA_locusTag_b3167	137	60	243	41	0	58
rbn_locusTag_b2268	137	43	251	88	6	33
rbsA_locusTag_b3749	52	18	52	15	0	3
rbsB_locusTag_b3751	665	111	430	1064	22	49
rbsC_locusTag_b3750	68	35	368	247	2	1
rbsD_locusTag_b3748	13	19	54	47	0	2
rbsK_locusTag_b3752	165	49	296	114	10	67
rbsR_locusTag_b3753	62	33	113	122	0	9
rcbA_locusTag_b1347	0	0	7	0	0	0
rcdA_locusTag_b0846	111	33	51	89	0	44
rclA_locusTag_b0304	0	8	176	184	0	12
rclB_locusTag_b0303	0	0	0	0	0	0
rclC_locusTag_b0301	0	0	12	0	2	0
rclR_locusTag_b0305	5	0	11	0	0	9
rcnA_locusTag_b2106	46	17	44	30	1	56
rcnB_locusTag_b2107	156	113	296	46	0	17
rcnR_locusTag_b2105	40	26	68	50	8	27
rcsA_locusTag_b1951	12	0	61	12	2	0
rcsB_locusTag_b2217	1244	345	1769	677	76	455
rcsC_locusTag_b2218	1439	595	2140	1072	36	238
rcsD_locusTag_b2216	2437	1148	3912	1710	54	581
rcsF_locusTag_b0196	199	76	268	155	16	140
rdgB_locusTag_b2954	112	61	187	31	3	65
rdgC_locusTag_b0393	231	161	400	212	0	66
rdlA_locusTag_b4420	59	64	149	10	0	49
rdlB_locusTag_b4422	0	9	27	23	0	1
rdlC_locusTag_b4424	103	40	309	10	13	22
rdlD_locusTag_b4454	6	0	55	26	0	0
recA_locusTag_b2699	3109	1433	5334	2190	461	5352
recB_locusTag_b2820	1950	750	2161	867	15	211
recC_locusTag_b2822	1026	497	1598	669	39	374
recD_locusTag_b2819	644	356	726	660	8	62
recE_locusTag_b1350	36	0	84	33	17	60
recF_locusTag_b3700	710	250	1119	520	6	156
recG_locusTag_b3652	1539	403	1504	548	0	123
recJ_locusTag_b2892	700	375	1369	779	12	323
recN_locusTag_b2616	429	290	577	227	149	2799
recO_locusTag_b2565	285	105	292	80	0	45
recQ_locusTag_b3822	524	139	505	190	0	62
recR_locusTag_b0472	1009	401	1542	652	35	351
recT_locusTag_b1349	51	0	17	11	0	22
recX_locusTag_b2698	49	17	64	9	18	30
relA_locusTag_b2784	11714	5554	9068	5210	668	6928
relB_locusTag_b1564	98	46	162	25	20	212
relE_locusTag_b1563	164	30	61	95	53	591
rem_locusTag_b1561	18	24	12	13	0	66
renD_locusTag_b0542_1	0	0	0	0	0	0
renD_locusTag_b0542_2	23	0	33	9	0	17
rep_locusTag_b3778	403	131	623	367	0	175
rfaH_locusTag_b3842	148	46	244	104	0	35
rfbA_locusTag_b2039	619	408	1161	1015	52	627
rfbB_locusTag_b2041	1205	553	1318	743	94	838
rfbC_locusTag_b2038	250	103	439	227	7	239
rfbD_locusTag_b2040	1194	420	1116	447	28	698
rffG_locusTag_b3788	392	93	510	215	0	39
rffH_locusTag_b3789	152	72	382	127	1	33
rhaA_locusTag_b3903	0	0	26	0	0	0
rhaB_locusTag_b3904	11	0	37	13	0	0
rhaD_locusTag_b3902	12	0	0	0	0	11
rhaM_locusTag_b3901	11	0	0	0	0	0
rhaR_locusTag_b3906	4	16	6	17	0	8
rhaS_locusTag_b3905	24	0	9	11	0	10
rhaT_locusTag_b3907	45	15	128	46	0	4
rhlB_locusTag_b3780	3761	1750	4013	1958	188	1330
rhlE_locusTag_b0797	657	324	903	357	17	153
rhmA_locusTag_b2245	23	0	50	19	1	30
rhmD_locusTag_b2247	11	0	0	0	0	0
rhmR_locusTag_b2248	0	0	12	0	0	0
rhmT_locusTag_b2246	17	0	5	20	14	8
rho_locusTag_b3783	13731	6390	13663	6795	245	6409
rhsA_locusTag_b3593	29	0	71	5	5	7
rhsB_locusTag_b3482	40	29	73	8	0	3
rhsC_locusTag_b0700	845	359	732	365	21	317
rhsD_locusTag_b0497	251	95	541	208	5	137
rhsE_locusTag_b1456	35	16	37	0	0	21
rhsH_locusTag_b0499	22	29	12	31	9	25
rhsJ_locusTag_b3595	94	40	90	37	0	25
rhsO_locusTag_b0703	105	32	20	43	0	9
rhtA_locusTag_b0813	181	37	192	104	0	38
rhtB_locusTag_b3824	224	66	190	105	16	83
rhtC_locusTag_b3823	551	325	759	392	32	166
ribA_locusTag_b1277	390	201	327	221	0	142
ribB_locusTag_b3041	3643	1135	1473	603	100	1443
ribC_locusTag_b1662	398	247	406	225	20	259
ribD_locusTag_b0414	796	322	1173	726	64	520
ribE_locusTag_b0415	498	215	769	276	17	201
ribF_locusTag_b0025	1366	634	2126	871	113	643
ridA_locusTag_b4243	1309	267	1198	801	8	89
rihA_locusTag_b0651	485	253	81	78	0	113
rihB_locusTag_b2162	18	0	0	8	0	0
rihC_locusTag_b0030	89	6	61	44	0	17
rimI_locusTag_b4373	54	3	92	43	16	8
rimJ_locusTag_b1066	132	49	170	91	28	174
rimK_locusTag_b0852	165	37	271	201	11	112
rimL_locusTag_b1427	116	21	259	131	13	135
rimM_locusTag_b2608	1993	887	2806	1549	30	534
rimO_locusTag_b0835	325	113	379	259	0	91
rimP_locusTag_b3170	1877	712	1579	813	18	562
rlmA_locusTag_b1822	691	230	892	446	10	112
rlmB_locusTag_b4180	1273	623	1348	425	20	380
rlmC_locusTag_b0859	104	35	111	26	5	32
rlmD_locusTag_b2785	1842	1014	1586	776	44	766
rlmE_locusTag_b3179	1343	572	2270	1091	88	1358
rlmF_locusTag_b0807	186	89	374	158	0	98
rlmG_locusTag_b3084	129	20	78	26	0	98
rlmH_locusTag_b0636	172	66	188	56	3	56
rlmI_locusTag_b0967	335	101	278	177	0	65
rlmJ_locusTag_b3499	506	221	826	425	28	314
rlmL_locusTag_b0948	1046	570	1064	441	54	229
rlmM_locusTag_b2806	642	284	894	394	22	219
rlmN_locusTag_b2517	530	157	911	329	0	200
rlpA_locusTag_b0633	1308	407	1356	463	1	392
rluA_locusTag_b0058	163	66	543	400	7	174
rluB_locusTag_b1269	818	296	1174	590	68	329
rluC_locusTag_b1086	732	304	355	138	2	14
rluD_locusTag_b2594	831	317	1508	863	50	503
rluE_locusTag_b1135	324	127	165	47	0	30
rluF_locusTag_b4022	335	126	521	221	18	123
rmf_locusTag_b0953	10066	3157	72807	27002	389	3368
rmuC_locusTag_b3832	235	106	400	216	10	290
rna_locusTag_b0611	331	148	526	293	1	257
rnb_locusTag_b1286	4314	1748	3119	1494	21	248
rnc_locusTag_b2567	957	397	809	539	9	232
rnd_locusTag_b1804	822	260	513	220	0	244
rne_locusTag_b1084	6057	2204	5873	1779	50	1618
rng_locusTag_b3247	1397	406	1482	807	2	198
rnhA_locusTag_b0214	189	42	480	331	0	117
rnhB_locusTag_b0183	422	231	489	219	0	157
rnk_locusTag_b0610	124	48	226	101	0	85
rnlA_locusTag_b2630	1501	675	1609	718	52	412
rnlB_locusTag_b2631	447	133	502	154	24	104
rnpA_locusTag_b3704	374	300	533	116	14	145
rnpB_locusTag_b3123	243268	81694	237628	115872	8817	57188
rnr_locusTag_b4179	7591	2985	7034	3622	137	2165
rnt_locusTag_b1652	421	136	280	118	14	126
rob_locusTag_b4396	1773	652	3565	1455	139	1198
rodZ_locusTag_b2516	1126	353	2421	1097	121	1303
rof_locusTag_b0189	205	116	295	193	17	52
roxA_locusTag_b1128	1873	646	2760	1657	67	604
rpe_locusTag_b3386	339	84	426	129	26	172
rph_locusTag_b3643	184	34	98	74	0	54
rpiA_locusTag_b2914	663	203	1911	677	12	263
rpiB_locusTag_b4090	21	14	37	21	0	35
rplA_locusTag_b3984	5119	2031	5710	2463	157	1246
rplB_locusTag_b3317	6370	1914	8103	2996	204	1314
rplC_locusTag_b3320	5332	2148	7632	2929	205	1545
rplD_locusTag_b3319	3065	1116	4636	1770	52	1031
rplE_locusTag_b3308	5442	2304	8484	3312	762	4003
rplF_locusTag_b3305	4428	1209	6414	2406	392	3806
rplI_locusTag_b4203	2149	798	3054	1162	59	434
rplJ_locusTag_b3985	5520	2310	7114	2630	173	1999
rplK_locusTag_b3983	1665	611	2155	714	52	251
rplL_locusTag_b3986	6017	2855	8084	2988	189	1991
rplM_locusTag_b3231	2265	809	2601	1881	14	397
rplN_locusTag_b3310	5982	2363	7620	3139	354	2400
rplO_locusTag_b3301	3521	1747	6023	3865	474	3710
rplP_locusTag_b3313	2451	872	3904	2005	233	2110
rplQ_locusTag_b3294	1565	769	2925	1181	264	1034
rplR_locusTag_b3304	1112	326	1902	662	166	766
rplS_locusTag_b2606	2365	1798	3277	866	59	648
rplT_locusTag_b1716	12158	6008	12648	4686	311	5791
rplU_locusTag_b3186	2178	735	1569	1478	96	636
rplV_locusTag_b3315	767	185	807	362	30	383
rplW_locusTag_b3318	761	420	1128	393	67	410
rplX_locusTag_b3309	657	198	795	409	30	362
rplY_locusTag_b2185	2407	743	2063	1380	153	1303
rpmA_locusTag_b3185	997	516	655	397	46	368
rpmB_locusTag_b3637	873	343	1143	497	17	327
rpmC_locusTag_b3312	25	9	69	28	12	105
rpmD_locusTag_b3302	44	11	43	6	25	190
rpmE_locusTag_b3936	505	384	1127	693	12	77
rpmF_locusTag_b1089	278	118	406	114	22	188
rpmG_locusTag_b3636	189	20	163	71	5	99
rpmH_locusTag_b3703	955	209	1216	286	30	380
rpmI_locusTag_b1717	4404	1223	3601	1629	121	2011
rpmJ_locusTag_b3299	577	254	964	342	94	539
rpoA_locusTag_b3295	11827	4330	17902	7293	543	4537
rpoB_locusTag_b3987	18515	7466	29469	9567	459	11505
rpoC_locusTag_b3988	17563	6969	28999	11440	541	12502
rpoD_locusTag_b3067	3731	1383	6302	2924	170	3219
rpoE_locusTag_b2573	2087	1027	4529	2885	86	599
rpoH_locusTag_b3461	4522	1984	9408	4967	363	3709
rpoN_locusTag_b3202	2403	1068	4341	1652	75	1140
rpoS_locusTag_b2741	7682	3050	29973	13017	1082	3612
rpoZ_locusTag_b3649	525	247	1112	272	110	868
rppH_locusTag_b2830	1133	440	1315	994	31	484
rprA_locusTag_b4431	0	0	8	0	0	0
rpsA_locusTag_b0911	20291	7193	21570	8526	452	5265
rpsB_locusTag_b0169	7429	3994	8973	4399	190	1866
rpsC_locusTag_b3314	7765	3305	14083	6158	362	2960
rpsD_locusTag_b3296	7120	2805	10447	3724	644	3830
rpsE_locusTag_b3303	4297	1761	4392	2929	381	3368
rpsF_locusTag_b4200	5278	1639	6033	1624	152	1919
rpsG_locusTag_b3341	6137	2361	6508	4424	47	1654
rpsH_locusTag_b3306	3260	920	3852	1485	143	1923
rpsI_locusTag_b3230	1216	550	1402	483	33	388
rpsJ_locusTag_b3321	4237	1440	5437	1579	128	1114
rpsK_locusTag_b3297	2011	641	3539	938	190	1941
rpsL_locusTag_b3342	3283	1782	3269	1333	78	679
rpsM_locusTag_b3298	5105	1928	7848	4176	318	2717
rpsN_locusTag_b3307	1258	395	1447	420	116	891
rpsO_locusTag_b3165	4349	2056	7089	1846	84	816
rpsP_locusTag_b2609	2033	427	1847	1588	20	726
rpsQ_locusTag_b3311	413	103	545	56	23	112
rpsR_locusTag_b4202	306	65	359	51	18	191
rpsS_locusTag_b3316	1273	228	1579	584	29	820
rpsT_locusTag_b0023	2344	639	1853	739	99	373
rpsU_locusTag_b3065	5191	1488	3580	1330	60	569
rraA_locusTag_b3929	753	276	1725	1190	239	838
rraB_locusTag_b4255	1007	456	1660	935	20	1100
rrfA_locusTag_b3855	0	0	0	0	0	3
rrfB_locusTag_b3971	0	0	0	0	0	0
rrfC_locusTag_b3759	0	0	0	0	0	0
rrfD_locusTag_b3274	0	0	0	0	0	0
rrfE_locusTag_b4010	0	0	0	0	0	0
rrfF_locusTag_b3272	0	0	0	0	0	4
rrfG_locusTag_b2588	0	0	0	0	0	0
rrfH_locusTag_b0205	0	0	0	0	0	0
rrlA_locusTag_b3854	1466	831	1744	1279	976	12307
rrlB_locusTag_b3970	22	12	71	1	0	20
rrlC_locusTag_b3758	1556	800	1752	798	856	10545
rrlD_locusTag_b3275	235	139	202	71	190	1728
rrlE_locusTag_b4009	28	0	3	0	0	14
rrlG_locusTag_b2589	64	9	91	89	0	0
rrlH_locusTag_b0204	1754	734	1876	1055	931	11649
rrrD_locusTag_b0555	35	14	36	0	0	23
rrrQ_locusTag_b1554	0	11	0	3	2	4
rrsA_locusTag_b3851	165	114	187	157	308	2794
rrsB_locusTag_b3968	24	0	8	0	0	0
rrsC_locusTag_b3756	303	153	334	286	432	3480
rrsD_locusTag_b3278	226	84	67	100	228	1929
rrsE_locusTag_b4007	20	12	12	0	0	0
rrsG_locusTag_b2591	613	241	377	301	576	6298
rrsH_locusTag_b0201	120	28	208	108	101	994
rsd_locusTag_b3995	315	109	1065	483	6	46
rseA_locusTag_b2572	2017	725	3107	1645	118	1436
rseB_locusTag_b2571	1307	494	1990	807	0	285
rseC_locusTag_b2570	509	157	699	205	0	71
rseP_locusTag_b0176	1445	564	2084	999	58	281
rseX_locusTag_b4603	0	0	0	0	0	0
rsfS_locusTag_b0637	287	51	290	183	7	91
rsgA_locusTag_b4161	1137	511	1875	915	69	389
rsmA_locusTag_b0051	1403	618	1678	1130	7	216
rsmB_locusTag_b3289	748	473	1456	622	16	150
rsmC_locusTag_b4371	371	113	379	285	12	134
rsmD_locusTag_b3465	102	94	176	171	10	98
rsmE_locusTag_b2946	138	60	223	208	17	52
rsmF_locusTag_b1835	203	103	280	139	0	60
rsmG_locusTag_b3740	209	102	159	106	0	41
rsmH_locusTag_b0082	584	431	1594	568	13	272
rsmI_locusTag_b3146	267	122	345	237	5	169
rsmJ_locusTag_b3497	139	58	391	169	0	31
rspA_locusTag_b1581	13	12	37	19	0	11
rspB_locusTag_b1580	0	0	13	0	0	5
rspR_locusTag_b1540	1432	430	1081	470	36	641
rssA_locusTag_b1234	636	266	1561	1162	24	285
rssB_locusTag_b1235	445	178	2043	936	23	152
rstA_locusTag_b1608	622	398	591	322	22	104
rstB_locusTag_b1609	739	363	903	408	0	96
rsuA_locusTag_b2183	802	320	1062	429	69	773
rsxA_locusTag_b1627	40	0	109	36	6	52
rsxB_locusTag_b1628	53	19	129	42	2	35
rsxC_locusTag_b1629	257	122	494	197	0	132
rsxD_locusTag_b1630	65	26	108	101	0	14
rsxE_locusTag_b1632	25	13	27	20	12	17
rsxG_locusTag_b1631	48	11	69	21	0	23
rtcA_locusTag_b4475	158	26	369	215	72	350
rtcB_locusTag_b3421	233	119	545	296	153	859
rtcR_locusTag_b3422	11	11	64	49	0	2
rtn_locusTag_b2176	398	164	381	90	6	106
rttR_locusTag_b4425	0	0	0	0	0	0
rusA_locusTag_b0550	0	0	0	0	0	0
rutA_locusTag_b1012	171	79	1757	360	126	1892
rutB_locusTag_b1011	54	32	971	91	37	530
rutC_locusTag_b1010	28	21	166	9	18	256
rutD_locusTag_b1009	29	21	621	132	22	391
rutE_locusTag_b1008	50	41	523	78	20	252
rutF_locusTag_b1007	23	0	359	72	21	202
rutG_locusTag_b1006	176	69	1274	590	43	449
rutR_locusTag_b1013	143	28	95	79	5	38
ruvA_locusTag_b1861	250	59	444	172	30	358
ruvB_locusTag_b1860	1008	285	1209	676	95	849
ruvC_locusTag_b1863	706	359	960	403	19	284
rybB_locusTag_b4417	6	0	24	0	0	1
rydB_locusTag_b4430	220	82	248	130	4	39
rydC_locusTag_b4597	0	0	15	0	0	6
ryeA_locusTag_b4432	92	16	45	0	20	71
ryfA_locusTag_b4440	117	40	134	45	9	13
ryfD_locusTag_b4609	0	0	0	0	0	7
ryhB_locusTag_b4451	1	0	0	0	0	0
ryjA_locusTag_b4459	12	0	19	14	0	0
ryjB_locusTag_b4624	254	88	229	72	0	43
rzoD_locusTag_b4510	0	0	0	0	0	0
rzoQ_locusTag_b4689	0	0	0	0	0	0
rzoR_locusTag_b4528	0	0	0	0	0	0
rzpD_locusTag_b0556	5	0	0	0	0	0
rzpQ_locusTag_b1553	0	0	0	0	0	0
rzpR_locusTag_b1362	0	0	0	0	0	6
sad_locusTag_b1525	209	114	277	96	19	185
safA_locusTag_b1500	0	0	15	0	0	0
sanA_locusTag_b2144	95	11	32	8	0	48
sapA_locusTag_b1294	608	252	832	482	26	197
sapB_locusTag_b1293	77	45	177	131	0	23
sapC_locusTag_b1292	133	48	197	130	0	47
sapD_locusTag_b1291	203	39	432	91	0	52
sapF_locusTag_b1290	167	137	288	190	8	96
satP_locusTag_b0010	173	46	248	125	14	33
sbcB_locusTag_b2011	657	351	752	556	17	283
sbcC_locusTag_b0397	598	207	765	387	9	84
sbcD_locusTag_b0398	108	64	192	68	16	55
sbmA_locusTag_b0377	242	29	284	118	14	143
sbmC_locusTag_b2009	215	104	968	451	10	171
sbp_locusTag_b3917	457	165	443	350	0	196
scpA_locusTag_b2917	49	12	55	19	0	10
scpB_locusTag_b2919	34	7	15	0	0	0
scpC_locusTag_b2920	62	4	18	11	0	22
sdaA_locusTag_b1814	337	100	517	444	54	243
sdaB_locusTag_b2797	246	57	93	41	9	39
sdaC_locusTag_b2796	262	104	112	83	0	9
sdhA_locusTag_b0723	65	0	385	67	2	44
sdhB_locusTag_b0724	109	34	292	49	0	14
sdhC_locusTag_b0721	22	12	55	0	0	0
sdhD_locusTag_b0722	0	0	24	0	0	0
sdhE_locusTag_b2897	97	56	188	103	4	109
sdiA_locusTag_b1916	107	43	174	61	8	84
sdsR_locusTag_b4433	5	0	59	32	0	0
secA_locusTag_b0098	3590	1364	3693	1617	76	1519
secB_locusTag_b3609	651	240	1445	506	33	168
secD_locusTag_b0408	2189	975	3126	1347	97	617
secE_locusTag_b3981	762	332	1674	1084	24	306
secF_locusTag_b0409	980	485	1227	668	23	279
secG_locusTag_b3175	701	246	723	318	50	448
secM_locusTag_b0097	1298	626	1409	506	55	647
secY_locusTag_b3300	15557	6430	22869	9577	1373	9521
selA_locusTag_b3591	486	163	698	504	53	370
selB_locusTag_b3590	486	291	1045	463	15	355
selC_locusTag_b3658	0	0	22	0	0	0
selD_locusTag_b1764	559	175	983	565	53	282
seqA_locusTag_b0687	604	240	677	260	75	326
serA_locusTag_b2913	2662	1006	1572	848	465	1937
serB_locusTag_b4388	428	156	636	316	7	94
serC_locusTag_b0907	5872	2383	8924	3312	120	726
serS_locusTag_b0893	6200	2579	9290	5526	550	5152
serT_locusTag_b0971	11	0	22	0	0	6
serU_locusTag_b1975	42	14	32	0	0	11
serV_locusTag_b2695	364	189	276	65	0	25
serW_locusTag_b0883	20	26	85	0	0	3
serX_locusTag_b1032	1	6	22	0	0	1
setA_locusTag_b0070	159	76	218	173	15	122
setB_locusTag_b2170	56	46	118	84	0	56
setC_locusTag_b3659	7	0	15	12	6	11
sfmA_locusTag_b0530	11	0	19	28	0	0
sfmC_locusTag_b0531	0	0	0	0	0	0
sfmD_locusTag_b0532	48	14	62	0	0	46
sfmF_locusTag_b0534	0	0	16	0	0	5
sfmH_locusTag_b0533	13	0	0	0	0	8
sfmZ_locusTag_b0535	14	0	11	0	13	18
sfsA_locusTag_b0146	286	83	694	413	0	124
sfsB_locusTag_b3188	278	35	310	141	3	19
sgbE_locusTag_b3583	8	0	0	9	0	8
sgbH_locusTag_b3581	0	9	7	0	0	0
sgbU_locusTag_b3582	8	0	0	0	0	2
sgcA_locusTag_b4302	13	0	22	21	0	29
sgcB_locusTag_b4565	0	7	0	0	4	0
sgcC_locusTag_b4304	50	32	129	17	4	42
sgcE_locusTag_b4301	1	16	21	9	10	15
sgcQ_locusTag_b4303	8	0	16	5	1	19
sgcR_locusTag_b4300	85	12	57	6	0	0
sgcX_locusTag_b4305	36	44	48	4	0	25
sgrR_locusTag_b0069	182	88	284	146	27	206
sgrS_locusTag_b4577	0	0	0	0	0	0
sgrT_locusTag_b4662	0	0	0	0	0	0
shiA_locusTag_b1981	226	52	304	171	53	431
shoB_locusTag_b4687	60	26	27	31	0	68
sibA_locusTag_b4436	34	13	50	0	1	29
sibB_locusTag_b4437	13	32	35	0	9	17
sibC_locusTag_b4446	13	28	51	32	0	35
sibD_locusTag_b4447	120	41	190	68	3	177
sibE_locusTag_b4611	39	23	48	22	4	67
sieB_locusTag_b1353	0	0	17	11	0	18
sixA_locusTag_b2340	652	240	1139	604	4	170
skp_locusTag_b0178	1737	548	2117	1603	197	718
slmA_locusTag_b3641	332	126	460	149	0	111
slp_locusTag_b3506	203	80	1946	697	9	16
slt_locusTag_b4392	891	246	3275	1384	26	483
slyA_locusTag_b1642	2443	677	2604	1310	125	1411
slyB_locusTag_b1641	1427	637	2035	968	122	682
slyD_locusTag_b3349	1607	777	3189	1249	118	768
slyX_locusTag_b3348	101	10	68	102	0	13
smf_locusTag_b4473	23	37	136	81	0	23
smg_locusTag_b3284	716	318	1700	753	98	850
smpB_locusTag_b2620	820	462	1532	453	36	629
smrA_locusTag_b1340	193	67	234	72	6	238
smrB_locusTag_b2331	378	202	796	392	32	135
smtA_locusTag_b0921	360	147	599	348	40	145
sodA_locusTag_b3908	77	11	252	69	0	28
sodB_locusTag_b1656	5735	1906	6186	2363	280	3004
sodC_locusTag_b1646	212	81	2812	974	15	196
sohB_locusTag_b1272	865	306	1330	689	93	788
sokA_locusTag_b4614	16	0	0	0	0	0
