gene_name	flask_1	flask_2	flask_3	flask_4	flask_5	flask_6	flask_7	flask_8	tube_1	tube_2	tube_3	tube_4	tube_5	tube_6	tube_7	tube_8
bcp_locusTag_ECDH10B_2646	308	1725	347	612	230	3388	212	1165	330	626	233	1575	91	324	4	0
bcr_locusTag_ECDH10B_2340	619	1612	343	597	513	2823	572	1222	272	356	382	1303	337	411	17	0
bcsA_locusTag_ECDH10B_3710	157	472	41	48	52	176	14	31	87	135	85	94	3	54	0	0
bcsB_locusTag_ECDH10B_3709	39	359	21	68	24	312	32	98	15	46	7	136	23	74	0	0
bcsC_locusTag_ECDH10B_3707	219	792	142	177	95	977	162	258	119	155	159	485	78	165	15	0
bcsF_locusTag_ECDH10B_3714	86	205	13	39	0	133	11	22	72	56	8	69	0	28	0	0
bcsG_locusTag_ECDH10B_3715	310	1021	138	120	47	464	39	202	350	569	175	517	146	174	11	0
bcsZ_locusTag_ECDH10B_3708	47	109	22	0	0	66	0	33	12	21	21	61	1	57	0	0
bdm_locusTag_ECDH10B_1612	0	31	0	0	7	13	0	16	0	0	0	26	0	14	0	0
betA_locusTag_ECDH10B_0298	251	618	74	96	30	417	83	87	68	40	43	392	20	127	22	0
betB_locusTag_ECDH10B_0299	121	495	39	128	34	399	47	103	99	109	50	275	47	101	10	0
betI_locusTag_ECDH10B_0300	84	274	70	57	36	114	39	39	19	17	34	153	24	30	6	0
betT_locusTag_ECDH10B_0301	532	1521	248	324	107	517	105	194	135	77	268	838	41	198	3	0
bet_locusTag_ECDH10B_1319	22	54	0	35	0	115	0	28	0	19	14	10	0	14	0	0
bfd_locusTag_ECDH10B_3512	0	32	74	62	43	463	38	224	3	48	39	254	19	13	0	0
bfr_locusTag_ECDH10B_3511	111	299	278	693	133	1763	268	1239	201	197	196	963	99	104	6	8
bglA_locusTag_ECDH10B_3075	590	2010	488	804	760	8110	729	2088	369	762	242	1236	264	898	0	0
bglB_locusTag_ECDH10B_3908	22	33	0	2	0	36	0	12	0	17	31	8	11	24	0	0
bglF_locusTag_ECDH10B_3909	0	23	0	0	0	27	23	0	0	0	0	14	0	0	0	0
bglG_locusTag_ECDH10B_3910	29	20	18	9	17	107	14	57	32	34	0	27	17	0	0	7
bglH_locusTag_ECDH10B_3907	11	19	0	14	0	36	0	36	0	0	3	3	5	0	0	0
bglJ_locusTag_ECDH10B_4522	32	110	33	0	13	91	33	79	0	22	0	12	22	0	0	0
bglX_locusTag_ECDH10B_2288	388	1218	340	385	138	1940	238	834	245	258	308	1039	103	290	0	0
bioA_locusTag_ECDH10B_0842	865	2532	701	1096	330	2370	139	849	165	182	463	1902	173	440	22	29
bioB_locusTag_ECDH10B_0843	866	2856	1183	1850	522	4968	427	1038	348	485	797	2890	267	542	0	20
bioC_locusTag_ECDH10B_0845	427	1380	537	563	192	1898	148	516	76	244	539	1788	170	272	0	0
bioD_locusTag_ECDH10B_0846	547	1917	782	1023	297	2689	371	508	146	226	322	1958	110	285	11	9
bioF_locusTag_ECDH10B_0844	1477	3508	1895	2045	632	5117	389	1236	353	571	733	4425	295	867	27	0
bioH_locusTag_ECDH10B_3587	134	489	98	274	91	1110	193	409	144	178	75	256	48	65	0	10
bipA_locusTag_ECDH10B_4061	8661	32450	5444	10371	5837	42440	3533	8917	2749	3809	6524	25107	3588	6048	317	228
birA_locusTag_ECDH10B_4162	1139	2146	452	642	357	3751	361	932	251	560	353	1428	250	743	6	8
bisC_locusTag_ECDH10B_3730	553	1843	168	189	45	538	24	105	303	372	36	435	30	194	19	0
blc_locusTag_ECDH10B_4344	15	4	43	60	14	220	52	75	13	19	52	43	0	8	0	1
bolA_locusTag_ECDH10B_0391	320	774	142	441	310	2687	553	1464	378	390	243	623	209	274	31	0
borD_locusTag_ECDH10B_0515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
borD_locusTag_ECDH10B_0623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
brnQ_locusTag_ECDH10B_0357	1744	4391	581	335	484	3661	498	1436	356	1015	369	1720	245	912	21	9
bssR_locusTag_ECDH10B_0905	464	715	13	349	52	161	40	157	902	560	21	48	10	87	9	0
bssS_locusTag_ECDH10B_1131	585	1984	123	364	32	368	48	244	253	155	53	571	70	245	7	0
btuB_locusTag_ECDH10B_4155	1093	3851	819	861	819	6633	535	1632	632	587	572	2888	496	692	12	5
btuC_locusTag_ECDH10B_1847	234	509	177	170	164	704	191	282	108	131	92	487	93	66	0	0
btuD_locusTag_ECDH10B_1845	97	572	99	132	147	820	119	390	31	111	77	349	25	49	26	0
btuE_locusTag_ECDH10B_1846	132	275	128	255	34	715	139	336	89	102	59	388	2	71	0	7
btuF_locusTag_ECDH10B_0138	72	339	73	81	132	681	123	329	60	15	42	214	19	75	0	0
btuR_locusTag_ECDH10B_1385	33	392	80	149	92	1348	218	365	39	47	113	365	82	89	0	18
cII_locusTag_ECDH10B_1330	4	11	8	0	0	8	11	0	14	0	0	0	0	0	0	0
cI_locusTag_ECDH10B_1328	342	1197	315	348	276	2522	397	870	314	285	127	891	155	312	0	0
cadA_locusTag_ECDH10B_4324	11	43	12	16	1	67	25	41	0	7	0	87	9	25	0	0
cadB_locusTag_ECDH10B_4325	0	10	0	0	0	44	0	9	4	0	23	14	20	0	0	0
cadC_locusTag_ECDH10B_4326	127	887	94	216	92	181	19	51	122	184	73	327	7	17	0	0
caiA_locusTag_ECDH10B_0040	134	494	30	104	27	386	66	138	45	108	0	109	0	160	0	0
caiB_locusTag_ECDH10B_0039	129	195	29	15	28	67	0	93	0	57	0	56	5	37	0	0
caiC_locusTag_ECDH10B_0038	62	250	11	33	0	112	0	22	24	26	7	85	0	31	0	0
caiD_locusTag_ECDH10B_0037	0	23	0	0	0	0	0	9	0	0	0	0	0	0	0	0
caiE_locusTag_ECDH10B_0036	8	13	0	0	0	71	0	0	12	0	0	0	0	3	0	0
caiF_locusTag_ECDH10B_0035	66	117	12	0	12	92	0	19	44	89	9	11	0	14	0	0
caiT_locusTag_ECDH10B_0041	32	77	25	0	4	106	19	86	0	0	5	19	11	9	0	0
can_locusTag_ECDH10B_0106	882	2328	854	2356	1152	14294	935	3326	497	856	749	4318	484	617	42	30
carA_locusTag_ECDH10B_0033	170	432	90	165	96	1096	32	135	80	90	34	352	117	96	15	0
carB_locusTag_ECDH10B_0034	237	1203	184	559	214	4872	287	765	155	236	134	739	195	368	22	36
cbl_locusTag_ECDH10B_2131	13	51	0	18	51	363	125	321	29	21	37	119	58	40	0	0
cbpA_locusTag_ECDH10B_1072	124	413	42	88	65	505	106	256	85	147	63	271	22	68	0	0
cbpM_locusTag_ECDH10B_1071	36	170	18	57	22	261	61	57	45	172	0	36	14	13	0	0
cbrC_locusTag_ECDH10B_3904	58	279	28	31	16	120	21	19	51	32	0	124	7	74	0	0
cca_locusTag_ECDH10B_3231	772	2755	808	1012	578	3793	764	1498	523	819	457	2105	453	736	30	24
cchA_locusTag_ECDH10B_2622	0	4	1	17	6	29	18	30	0	0	0	8	0	13	0	0
cchB_locusTag_ECDH10B_2621	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0
ccmA_locusTag_ECDH10B_2358	197	548	11	19	0	407	1	111	53	265	3	65	13	132	0	0
ccmB_locusTag_ECDH10B_2357	39	240	0	14	12	51	0	0	44	51	0	12	0	22	0	0
ccmC_locusTag_ECDH10B_2356	180	227	19	29	18	177	0	30	96	61	20	38	0	36	0	0
ccmD_locusTag_ECDH10B_2355	0	0	0	0	0	2	0	6	0	0	0	0	0	0	0	0
ccmE_locusTag_ECDH10B_2354	69	114	0	13	0	73	16	0	10	47	17	5	0	18	0	0
ccmF_locusTag_ECDH10B_2353	300	682	43	51	23	369	1	70	88	102	85	64	27	121	27	14
ccmG_locusTag_ECDH10B_2352	89	208	0	0	0	131	0	19	23	20	9	19	0	18	0	0
ccmH_locusTag_ECDH10B_2351	272	673	55	114	9	449	15	202	97	237	4	66	11	148	0	10
cdaR_locusTag_ECDH10B_0142	420	641	121	106	109	1084	210	460	129	144	159	668	115	189	28	18
cdd_locusTag_ECDH10B_2300	143	587	135	132	93	706	87	309	450	395	54	291	33	52	0	0
cdh_locusTag_ECDH10B_4107	43	220	28	124	73	602	72	303	58	21	103	138	40	85	0	0
cdsA_locusTag_ECDH10B_0155	1133	2859	397	724	266	1764	262	626	272	252	331	1688	163	377	3	11
cedA_locusTag_ECDH10B_1869	39	152	33	51	28	257	53	67	5	18	18	14	20	137	0	0
cfa_locusTag_ECDH10B_1795	365	702	237	372	220	2517	295	943	172	174	228	591	80	120	0	0
chaA_locusTag_ECDH10B_1275	572	1861	223	558	177	1450	229	533	238	315	411	1026	257	520	27	17
chaB_locusTag_ECDH10B_1276	0	62	0	9	0	27	8	24	24	0	10	0	13	0	0	0
chaC_locusTag_ECDH10B_1277	110	346	193	350	93	1081	346	579	84	104	125	467	72	100	18	0
chbA_locusTag_ECDH10B_1874	50	93	15	63	28	237	38	55	0	0	40	71	23	12	0	0
chbB_locusTag_ECDH10B_1876	88	332	49	63	47	342	87	132	19	24	20	122	11	60	0	14
chbC_locusTag_ECDH10B_1875	147	258	128	116	45	285	65	265	15	50	35	224	17	67	0	0
chbF_locusTag_ECDH10B_1872	49	61	11	17	28	270	26	169	8	12	25	39	0	32	0	0
chbG_locusTag_ECDH10B_1871	183	250	69	130	68	551	104	244	32	74	58	110	22	98	0	0
chbR_locusTag_ECDH10B_1873	91	284	32	58	42	334	78	222	35	28	16	44	18	34	0	0
cheB_locusTag_ECDH10B_2024	0	17	0	14	0	6	0	0	0	0	0	19	20	0	0	0
cheR_locusTag_ECDH10B_2025	14	9	8	0	0	38	0	16	0	1	0	0	0	0	0	0
cheW_locusTag_ECDH10B_2028	14	29	0	39	16	89	40	46	0	25	0	0	0	0	0	0
cheY_locusTag_ECDH10B_2023	0	0	0	15	0	4	0	4	0	0	0	0	0	0	0	0
cheZ_locusTag_ECDH10B_2022	0	45	30	29	34	168	35	75	0	0	27	38	0	0	0	0
cho_locusTag_ECDH10B_1879	203	603	152	243	178	1897	289	780	70	38	91	430	49	115	0	8
chpA_locusTag_ECDH10B_2949	49	86	0	11	21	106	17	59	0	0	0	51	0	0	0	0
chpB_locusTag_ECDH10B_4420	43	127	14	50	11	75	34	33	16	8	13	15	0	28	0	0
chpR_locusTag_ECDH10B_2950	36	97	79	71	0	86	10	29	0	33	0	32	0	10	0	0
chpS_locusTag_ECDH10B_4419	8	42	0	0	0	31	0	70	12	0	0	18	0	0	0	0
cirA_locusTag_ECDH10B_2312	76	510	2345	3553	554	7002	290	803	47	104	1330	4833	353	319	35	31
citA_locusTag_ECDH10B_0579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citA_locusTag_ECDH10B_0687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citC_locusTag_ECDH10B_0578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citC_locusTag_ECDH10B_0686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citD_locusTag_ECDH10B_0577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citD_locusTag_ECDH10B_0685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citE_locusTag_ECDH10B_0576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citE_locusTag_ECDH10B_0684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citF_locusTag_ECDH10B_0575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citF_locusTag_ECDH10B_0683	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citG_locusTag_ECDH10B_0573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citG_locusTag_ECDH10B_0681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citT_locusTag_ECDH10B_0572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citT_locusTag_ECDH10B_0680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citX_locusTag_ECDH10B_0574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
citX_locusTag_ECDH10B_0682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
clcA_locusTag_ECDH10B_0135	267	749	235	215	65	527	143	220	204	180	52	460	60	274	0	0
clcB_locusTag_ECDH10B_1725	71	332	53	68	67	271	123	184	0	48	21	110	25	93	0	0
cld_locusTag_ECDH10B_2175	1890	8176	1895	3303	457	4065	650	1412	804	1694	1455	6176	461	1793	43	32
clpA_locusTag_ECDH10B_0952	3608	9661	2019	2744	3169	26657	4029	10545	3495	4233	1550	6694	1048	2693	72	85
clpB_locusTag_ECDH10B_2760	2068	5793	510	711	301	3419	561	1538	4140	6232	457	1901	623	1193	84	32
clpP_locusTag_ECDH10B_0393	1223	4184	670	1080	566	5508	722	2783	1129	1195	404	1817	332	748	51	0
clpS_locusTag_ECDH10B_0951	332	593	190	255	172	1386	224	762	135	254	109	279	50	222	0	29
clpX_locusTag_ECDH10B_0394	3724	10768	2988	4453	2530	24361	3365	10324	2876	4937	1928	8321	2056	3003	239	125
cls_locusTag_ECDH10B_1311	238	1042	95	221	235	2129	267	754	237	267	46	806	110	222	0	10
cmk_locusTag_ECDH10B_0980	1002	2597	664	750	315	3574	433	1484	264	384	564	1727	346	514	38	28
cmr_locusTag_ECDH10B_0911	149	327	55	237	39	374	23	121	162	51	78	448	65	37	0	0
coaA_locusTag_ECDH10B_4163	447	2424	442	445	203	2714	256	780	233	344	369	1491	99	304	0	3
coaD_locusTag_ECDH10B_3816	394	821	89	297	96	1004	113	239	86	95	65	430	79	151	8	0
coaE_locusTag_ECDH10B_0084	167	307	32	102	115	813	120	328	85	78	70	219	56	31	0	0
cobB_locusTag_ECDH10B_1192	391	1409	260	449	211	1544	421	554	195	231	216	645	108	387	0	0
cobC_locusTag_ECDH10B_0599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobC_locusTag_ECDH10B_0707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cobS_locusTag_ECDH10B_2136	42	68	13	0	21	217	10	26	21	8	16	21	6	37	0	0
cobT_locusTag_ECDH10B_2135	178	219	162	145	57	496	82	191	109	98	105	268	29	107	0	0
cobU_locusTag_ECDH10B_2137	104	105	41	92	60	272	39	153	75	56	0	151	11	22	0	0
cof_locusTag_ECDH10B_0402	110	405	65	74	60	307	13	166	64	100	45	205	11	32	0	0
copA_locusTag_ECDH10B_0441	549	1766	619	532	325	6927	899	5406	765	811	218	813	173	233	61	32
corA_locusTag_ECDH10B_4007	1001	3377	405	867	669	5451	573	1712	395	669	542	2439	414	574	39	20
corC_locusTag_ECDH10B_0727	828	3572	745	907	512	5210	728	1137	678	791	526	1900	267	832	30	14
cpdA_locusTag_ECDH10B_3206	385	951	179	187	347	3296	377	961	395	237	186	1007	120	185	9	0
cpdB_locusTag_ECDH10B_4408	248	486	63	61	3	393	32	85	244	226	21	312	15	103	14	0
cpsB_locusTag_ECDH10B_2199	28	0	207	539	0	51	18	101	0	7	599	1774	18	4	0	0
cpsG_locusTag_ECDH10B_2198	0	33	169	359	0	32	32	1	0	0	285	1303	1	0	0	0
cpxA_locusTag_ECDH10B_4101	2009	4157	1016	1215	983	7288	1149	2136	755	993	671	2659	292	1246	37	12
cpxP_locusTag_ECDH10B_4103	14737	50649	6054	10639	6217	57841	16727	34964	4178	5554	4917	20533	4416	9367	396	262
cpxR_locusTag_ECDH10B_4102	647	2509	270	461	256	3688	256	1247	386	600	337	1033	200	468	0	22
crcB_locusTag_ECDH10B_0584	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
crcB_locusTag_ECDH10B_0692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
creA_locusTag_ECDH10B_4555	203	401	113	135	55	563	94	193	110	145	56	427	53	89	0	0
creB_locusTag_ECDH10B_4556	20	175	37	43	40	234	29	41	43	48	0	139	29	17	0	0
creC_locusTag_ECDH10B_4557	215	457	98	74	143	611	53	135	63	114	104	228	41	59	24	0
creD_locusTag_ECDH10B_4558	3	153	10	77	37	132	67	47	15	34	36	56	17	13	0	0
crl_locusTag_ECDH10B_0222	975	4509	1219	3782	1286	11004	3118	4881	597	793	1607	4600	485	1545	65	74
crp_locusTag_ECDH10B_3533	3041	8176	1642	1807	1449	13245	2367	6184	2129	1858	498	3699	652	1285	15	39
crr_locusTag_ECDH10B_2582	1096	3759	498	974	897	12557	657	2919	1643	1748	921	2275	565	844	55	21
csdA_locusTag_ECDH10B_2980	370	818	267	289	170	1709	373	630	238	255	119	431	82	204	0	0
csgA_locusTag_ECDH10B_1114	0	12	0	0	3	98	15	67	0	5	0	13	15	0	0	4
csgB_locusTag_ECDH10B_1113	0	0	0	0	20	20	0	4	0	0	0	11	0	6	0	0
csgC_locusTag_ECDH10B_1115	0	17	0	26	0	0	0	0	0	0	0	0	0	0	0	0
csgD_locusTag_ECDH10B_1112	4	26	0	12	0	9	0	28	0	0	0	13	0	0	0	0
csgE_locusTag_ECDH10B_1111	0	9	13	0	0	0	0	18	0	0	0	0	0	0	0	0
csgF_locusTag_ECDH10B_1110	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0
csgG_locusTag_ECDH10B_1109	19	6	30	13	8	130	4	28	0	7	0	27	0	0	0	0
csiE_locusTag_ECDH10B_2702	38	256	20	37	41	137	38	32	28	69	13	102	9	8	0	0
csiR_locusTag_ECDH10B_2831	30	127	0	58	53	461	125	303	12	14	23	110	9	4	0	0
cspA_locusTag_ECDH10B_3735	53197	142806	22421	114692	22579	84783	19773	46260	25720	27920	40737	77936	23981	33559	1238	778
cspB_locusTag_ECDH10B_1689	4364	20853	6892	9565	6147	34018	12305	24998	754	1834	3103	12006	2529	5115	165	56
cspC_locusTag_ECDH10B_1961	562	1614	641	2343	631	4521	716	1531	723	1234	512	1384	364	578	9	0
cspD_locusTag_ECDH10B_0950	33	207	51	99	27	416	184	552	135	100	0	86	12	43	0	0
cspE_locusTag_ECDH10B_0583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cspE_locusTag_ECDH10B_0691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cspF_locusTag_ECDH10B_1690	793	3541	255	511	156	1105	172	371	91	90	305	1376	95	526	9	0
cspG_locusTag_ECDH10B_1061	9268	31893	5892	7386	3936	15479	3853	6831	796	1502	2497	9023	1040	6243	63	18
cspH_locusTag_ECDH10B_1060	183	1816	39	284	16	379	0	63	0	20	40	166	33	193	0	0
cspI_locusTag_ECDH10B_1684	3467	11874	1549	3071	2359	13701	6462	14589	443	539	861	2614	641	3555	29	0
csrA_locusTag_ECDH10B_2864	2232	8361	1730	3038	1232	11494	1247	5667	1137	1437	902	6868	415	1226	17	37
csrB_locusTag_ECDH10B_2961	9957	21857	10753	20057	2076	22931	2497	7030	7451	13661	2474	14674	797	3778	41	12
csrC_locusTag_ECDH10B_4055	1123	3334	1306	1778	289	2922	315	668	1112	1850	402	1241	416	504	0	0
cstA_locusTag_ECDH10B_0558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cstA_locusTag_ECDH10B_0666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cueO_locusTag_ECDH10B_0103	279	776	409	381	256	2297	313	1452	334	231	211	331	119	175	0	0
cueR_locusTag_ECDH10B_0444	318	565	142	183	74	1566	291	796	90	146	98	325	64	114	1	15
cusA_locusTag_ECDH10B_0533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusA_locusTag_ECDH10B_0641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusB_locusTag_ECDH10B_0532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusB_locusTag_ECDH10B_0640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusC_locusTag_ECDH10B_0530	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusC_locusTag_ECDH10B_0638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusF_locusTag_ECDH10B_0531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusF_locusTag_ECDH10B_0639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusR_locusTag_ECDH10B_0529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusR_locusTag_ECDH10B_0637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusS_locusTag_ECDH10B_0528	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cusS_locusTag_ECDH10B_0636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cutA_locusTag_ECDH10B_4330	12	402	38	63	119	504	103	215	88	21	12	154	30	26	0	0
cutC_locusTag_ECDH10B_2015	184	467	125	288	88	932	158	604	60	100	136	485	33	123	12	0
cvpA_locusTag_ECDH10B_2475	437	1680	297	332	291	1864	178	467	98	219	156	859	97	262	32	0
cvrA_locusTag_ECDH10B_1244	676	1645	503	597	256	2552	457	822	389	406	376	1090	116	347	0	19
cyaY_locusTag_ECDH10B_3998	74	314	92	181	35	877	71	280	52	69	11	371	21	77	0	0
cybB_locusTag_ECDH10B_1544	210	621	189	620	176	2202	238	653	127	182	124	733	28	171	0	0
cybC_locusTag_ECDH10B_4431	380	1357	205	368	182	1931	284	653	92	232	108	696	375	362	5	0
cycA_locusTag_ECDH10B_4403	1074	4422	658	653	518	3891	383	1323	474	663	446	2318	325	707	0	0
cydA_locusTag_ECDH10B_0799	4900	11349	604	762	783	5857	1599	2795	4751	7875	582	2079	557	1900	25	18
cydB_locusTag_ECDH10B_0800	2659	7414	633	448	454	2542	729	1676	2062	2801	275	1474	236	831	14	32
cydC_locusTag_ECDH10B_0956	631	1721	326	609	242	2616	204	776	332	409	183	734	181	294	0	7
cydD_locusTag_ECDH10B_0957	547	1077	174	316	268	1932	283	510	321	382	87	727	73	191	11	0
cynS_locusTag_ECDH10B_1353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
cynX_locusTag_ECDH10B_1354	1	15	11	8	4	56	15	22	6	0	0	0	10	0	0	0
cyoA_locusTag_ECDH10B_0388	3532	14981	2336	3709	673	8922	563	1897	1224	1205	1000	7679	552	1840	77	39
cyoB_locusTag_ECDH10B_0387	8195	23187	5038	6426	2034	15348	964	2807	1656	1915	3082	14577	1057	2577	90	178
cyoC_locusTag_ECDH10B_0386	1064	2593	654	614	290	2118	183	381	257	166	554	1768	129	426	29	8
cyoD_locusTag_ECDH10B_0385	357	1114	171	120	162	628	27	35	54	74	44	588	52	102	0	0
cyoE_locusTag_ECDH10B_0384	3891	7836	2357	3751	1104	6638	486	1244	1395	1437	1459	5673	972	1777	18	44
cysA_locusTag_ECDH10B_2587	53	271	112	126	423	3069	867	2138	136	44	179	373	220	209	61	94
cysB_locusTag_ECDH10B_1390	1180	4332	1214	1669	1378	9786	1475	5037	515	971	1271	4177	500	979	67	84
cysC_locusTag_ECDH10B_2918	0	9	23	16	6	497	144	361	10	0	39	28	22	48	0	0
cysD_locusTag_ECDH10B_2920	25	97	16	57	197	1198	547	1706	39	9	105	1016	215	190	49	29
cysE_locusTag_ECDH10B_3789	785	2566	592	723	521	3990	452	1377	416	412	401	1649	337	496	36	29
cysG_locusTag_ECDH10B_3544	789	1823	144	360	250	1897	290	415	325	655	134	722	122	275	19	5
cysH_locusTag_ECDH10B_2930	38	208	27	24	120	1711	454	1543	15	23	44	179	34	69	29	1
cysJ_locusTag_ECDH10B_2932	130	331	101	171	905	5653	1834	5088	64	61	417	1368	191	599	80	60
cysK_locusTag_ECDH10B_2579	628	2292	723	1725	3358	34371	5947	18855	635	865	2006	7239	1683	2256	267	158
cysM_locusTag_ECDH10B_2586	197	404	206	435	223	2291	467	784	162	145	116	953	143	128	0	9
cysN_locusTag_ECDH10B_2919	46	201	93	144	393	2355	1089	2720	79	59	223	642	151	289	11	15
cysP_locusTag_ECDH10B_2590	61	114	65	28	342	1555	513	1498	41	11	329	930	180	298	102	15
cysS_locusTag_ECDH10B_0482	584	1996	231	505	137	2620	227	624	354	498	146	1057	125	360	42	4
cysT_locusTag_ECDH10B_2051	0	0	3	1	0	44	1	36	21	0	17	0	0	0	0	0
cysU_locusTag_ECDH10B_2589	63	46	55	114	173	1057	555	1026	41	17	166	429	166	231	48	19
cysW_locusTag_ECDH10B_2588	10	105	70	58	117	618	291	479	16	0	90	113	98	124	10	32
cysZ_locusTag_ECDH10B_2578	55	334	67	150	56	665	84	210	61	119	259	526	75	191	8	43
cytR_locusTag_ECDH10B_4123	570	1586	317	378	443	3157	287	1072	399	451	257	1017	174	277	11	0
dacA_locusTag_ECDH10B_0593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dacA_locusTag_ECDH10B_0701	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
dacB_locusTag_ECDH10B_3356	249	1221	287	270	227	2050	218	547	127	215	143	711	163	178	31	6
dacC_locusTag_ECDH10B_0908	192	506	124	267	192	1418	353	757	240	359	170	790	165	197	19	11
dacD_locusTag_ECDH10B_2157	93	180	81	102	52	464	27	178	2	21	36	110	8	57	0	0
dadA_locusTag_ECDH10B_1242	425	1019	1320	1459	882	5498	842	3201	537	320	845	3187	159	434	25	21
dadX_locusTag_ECDH10B_1243	558	1501	1690	1931	933	6817	1301	3796	322	276	1116	3728	155	279	5	6
damX_locusTag_ECDH10B_3563	1897	7424	1176	1829	657	5641	639	1654	981	1371	932	4439	624	784	26	13
dam_locusTag_ECDH10B_3562	595	1649	252	402	205	2010	322	336	216	482	307	937	110	342	0	17
dapA_locusTag_ECDH10B_2644	1861	6190	1008	1481	967	8560	1013	3028	1240	2576	1039	3455	587	1226	38	56
dapB_locusTag_ECDH10B_0032	514	1476	267	667	321	2236	206	691	426	874	205	749	146	525	0	0
dapD_locusTag_ECDH10B_0145	953	2981	1006	1465	614	6695	675	1985	999	1578	598	2336	239	652	23	32
dapE_locusTag_ECDH10B_2637	277	861	76	111	85	908	94	289	131	273	137	613	21	147	0	23
dapF_locusTag_ECDH10B_4001	828	2564	682	690	510	5104	397	1680	679	681	352	1317	250	536	0	22
dbpA_locusTag_ECDH10B_1464	660	1913	254	495	248	1548	254	441	96	155	295	1153	119	236	25	0
dcd_locusTag_ECDH10B_2215	621	1426	219	409	158	1886	496	983	340	338	188	1013	102	214	14	32
dcm_locusTag_ECDH10B_2103	203	931	205	443	279	2536	261	659	80	157	50	841	117	202	0	0
dcp_locusTag_ECDH10B_1669	309	947	287	378	270	3254	313	671	157	161	211	931	100	228	34	4
dcrB_locusTag_ECDH10B_3646	587	2671	592	1406	699	9265	1034	2167	860	789	351	1833	222	527	35	17
dcuA_locusTag_ECDH10B_4331	1425	5397	214	509	391	3641	325	986	2302	2920	338	1266	138	1000	28	52
dcuB_locusTag_ECDH10B_4315	142	373	9	46	31	632	109	420	172	163	36	71	107	91	0	0
dcuC_locusTag_ECDH10B_0581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcuC_locusTag_ECDH10B_0689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
dcuD_locusTag_ECDH10B_3404	38	46	0	32	0	64	0	66	0	6	37	0	0	8	0	0
dcuS_locusTag_ECDH10B_4317	393	1723	306	388	188	2001	248	547	233	304	134	644	30	320	0	9
dcyD_locusTag_ECDH10B_2060	88	299	201	156	61	859	129	311	197	82	85	466	69	66	56	18
ddl_locusTag_ECDH10B_0074	1248	2489	834	1136	641	4446	855	1127	250	363	476	1459	308	727	12	3
ddl_locusTag_ECDH10B_0338	653	2177	449	448	352	3620	542	800	479	406	175	746	226	236	18	0
